PLT_CN,SUBP,SUBPLOT_CN,FPAG
22398395010497,4,22701403010497,CCS2
22398400010497,2,22701466010497,CWG1
22398400010497,3,22701467010497,CWG1
22398400010497,4,22701468010497,CWG1
22398400010497,1,22701465010497,CWG1
24509568010900,1,24509581010900,CDS6
24509568010900,2,24509582010900,CDS6
24509568010900,3,24509583010900,CDS6
24509568010900,4,24509584010900,CDS6
24509014010900,1,24509029010900,CES2
24509014010900,2,24509030010900,CES2
24509014010900,3,24509031010900,CES2
24509014010900,4,24509032010900,CES2
24507810010900,3,24507831010900,CWS3
22398396010497,1,22701428010497,CHS1
22398396010497,3,22701431010497,CHS1
22398390010497,1,22701262010497,CHS1
22398390010497,2,22701263010497,CHS1
22398390010497,3,22701264010497,CHS1
22398390010497,4,22701265010497,CHS1
24510895010900,1,24510922010900,CDS4
24510895010900,2,24510923010900,CDS4
24510895010900,3,24510924010900,CDS4
24510895010900,4,24510925010900,CDS4
24508760010900,1,24508777010900,CCS2
24508760010900,2,24508778010900,CCS2
24508760010900,3,24508779010900,CCS2
24508760010900,4,24508780010900,CCS2
24539823010900,2,24539840010900,CFS2
24539823010900,3,24539841010900,CFS2
22398481010497,1,22699555010497,CCHS
22398481010497,3,22699558010497,CCHS
22398481010497,4,22699559010497,CCHS
22398478010497,2,22701092010497,CDG1
22398478010497,3,22701093010497,CDG1
22398478010497,4,22701094010497,CDG1
22398478010497,1,22701091010497,CDG1
22398471010497,1,22702754010497,CWS3
22398471010497,2,22702755010497,CWS3
22398471010497,3,22702756010497,CWS3
22398471010497,4,22702757010497,CWS3
22398468010497,1,22702737010497,CWS5
22398468010497,2,22702738010497,CWS5
22398468010497,3,22702739010497,CWS5
22398468010497,4,22702740010497,CWS5
26125675010900,1,26125694010900,CDS4
26125675010900,2,26125696010900,CDS4
26125675010900,3,26125698010900,CDS4
26125675010900,4,26125699010900,CDS4
22398482010497,1,22699563010497,CFS3
22398482010497,2,22699564010497,CFS3
22398482010497,3,22699565010497,CFS3
22398482010497,4,22699566010497,CFS3
24539171010900,1,24539186010900,CEF4
24539171010900,2,24539187010900,CEF4
24539171010900,4,24539189010900,CEF4
24539171010900,3,24539188010900,CEF4
24538412010900,1,24538427010900,CDG3
24538412010900,2,24538428010900,CDG3
24538412010900,3,24538429010900,CDG3
24538412010900,4,24538430010900,CDG3
24540867010900,1,24540883010900,CDS6
24540867010900,2,24540884010900,CDS6
24540867010900,3,24540885010900,CDS6
24540867010900,4,24540886010900,CDS6
24538987010900,2,24539005010900,CDS6
24538987010900,3,24539006010900,CDS6
24538987010900,4,24539007010900,CDS6
24538987010900,1,24539004010900,CDS6
24538131010900,1,24538146010900,CDF4
24538131010900,2,24538147010900,CDF4
24538131010900,3,24538148010900,CDF4
24538131010900,4,24538149010900,CDF4
24538836010900,1,24538852010900,CD
24538836010900,2,24538853010900,CD
24538836010900,3,24538854010900,CD
24538836010900,4,24538855010900,CD
24540114010900,2,24540134010900,CHF2
24540114010900,3,24540135010900,CHF2
24540114010900,4,24540136010900,CHF2
24539568010900,1,24539586010900,CDS6
24539568010900,2,24539587010900,CDS6
24539568010900,3,24539588010900,CDS6
24539568010900,4,24539589010900,CDS6
22398475010497,1,22702862010497,CWF4
22398475010497,2,22702863010497,CWF4
22398475010497,3,22702864010497,CWF4
22398475010497,4,22702865010497,CWF4
22398473010497,1,22702791010497,CAS3
22398473010497,2,22702792010497,CAS3
22398473010497,4,22702794010497,CAS3
22398473010497,3,22702793010497,CAS3
24541144010900,2,24541171010900,CP
24541934010900,1,24541947010900,CWS2
24541934010900,2,24541948010900,CWS2
24541934010900,3,24541949010900,CWS2
24541934010900,4,24541950010900,CWS2
24542422010900,3,24542456010900,CP
24542422010900,4,24542457010900,CP
24541545010900,1,24541558010900,HO
24541545010900,2,24541559010900,HO
24541545010900,3,24541560010900,HO
24541545010900,4,24541561010900,HO
24541763010900,3,24541780010900,CWS5
24541763010900,4,24541781010900,CWS5
24541763010900,1,24541778010900,CWS5
24541763010900,2,24541779010900,CWS5
24542593010900,4,24542614010900,CWS5
24543080010900,1,24543093010900,CP
24543080010900,2,24543094010900,CP
24543080010900,3,24543095010900,CP
24543080010900,4,24543096010900,CP
24541307010900,1,24541325010900,HO
24541307010900,2,24541326010900,HO
24541307010900,4,24541329010900,HO
24542842010900,1,24542858010900,CP
24542842010900,2,24542859010900,CP
24542842010900,3,24542860010900,CP
24542842010900,4,24542861010900,CP
24542248010900,1,24542268010900,CP
24542248010900,2,24542270010900,CP
24542248010900,4,24542272010900,CP
24480780010900,1,24480799010900,CP
24480780010900,2,24480800010900,CP
24480780010900,3,24480801010900,CP
24480780010900,4,24480802010900,CP
24481695010900,2,24481714010900,CEF2
24481695010900,3,24481716010900,CEF2
24481695010900,4,24481717010900,CEF2
24482023010900,1,24482042010900,CES4
24482023010900,2,24482044010900,CES4
24482023010900,4,24482047010900,CES4
13196120010497,1,13196135010497,CE
13196120010497,2,13196136010497,CE
13196120010497,3,13196137010497,CE
13196120010497,4,13196138010497,CE
24482771010900,1,24482784010900,CD
24482771010900,2,24482785010900,CD
24482771010900,3,24482786010900,CD
24482771010900,4,24482787010900,CD
24477957010900,1,24477972010900,CPS2
24477957010900,2,24477973010900,CPS2
24477957010900,3,24477974010900,CPS2
24477957010900,4,24477975010900,CPS2
22398523010497,3,22700219010497,CDS6
24482278010900,1,24482294010900,CAS3
24482278010900,2,24482295010900,CAS3
24482278010900,3,24482296010900,CAS3
24482278010900,4,24482297010900,CAS3
24484062010900,1,24484076010900,CDG1
24484062010900,2,24484077010900,CDG1
24484062010900,3,24484078010900,CDG1
24484062010900,4,24484079010900,CDG1
22398527010497,1,22700353010497,CDS8
22398527010497,2,22700354010497,CDS8
22398527010497,3,22700355010497,CDS8
22398527010497,4,22700356010497,CDS8
24481528010900,1,24481543010900,CDS6
24481528010900,2,24481544010900,CDS6
24481528010900,3,24481545010900,CDS6
24481528010900,4,24481546010900,CDS6
22398505010497,1,22699970010497,CDG1
22398505010497,2,22699971010497,CDG1
22398505010497,3,22699972010497,CDG1
22398505010497,4,22699973010497,CDG1
24480435010900,4,24480453010900,CDG1
24480435010900,1,24480450010900,CDG1
24480435010900,2,24480451010900,CDG1
24480435010900,3,24480452010900,CDG1
22398508010497,1,22700033010497,CES4
22398508010497,2,22700034010497,CES4
22398508010497,3,22700035010497,CES4
22398508010497,4,22700036010497,CES4
24478062010900,1,24478077010900,CPG1
24478062010900,3,24478079010900,CPG1
24478062010900,4,24478080010900,CPG1
24478062010900,2,24478078010900,CPG1
24483230010900,2,24483254010900,CDS4
24483230010900,4,24483257010900,CDS4
24483230010900,1,24483251010900,CDS4
24480264010900,1,24480277010900,CPS5
24480264010900,2,24480278010900,CPS5
24480264010900,3,24480279010900,CPS5
24480264010900,4,24480280010900,CPS5
22398515010497,1,22700107010497,CDS6
22398515010497,2,22700108010497,CDS6
22398515010497,3,22700109010497,CDS6
22398515010497,4,22700110010497,CDS6
24478447010900,1,24478463010900,CDS6
24478447010900,2,24478464010900,CDS6
24478447010900,3,24478465010900,CDS6
24478447010900,4,24478466010900,CDS6
22398529010497,1,22700408010497,CDG1
22398529010497,2,22700409010497,CDG1
22398529010497,3,22700410010497,CDG1
22398529010497,4,22700411010497,CDG1
22398534010497,1,22700458010497,CEG3
22398534010497,2,22700459010497,CEG3
22398534010497,3,22700460010497,CEG3
22398534010497,4,22700461010497,CEG3
22398503010497,4,22699955010497,CES4
22398503010497,1,22699949010497,CES4
22398535010497,1,22700477010497,CES1
22398535010497,3,22700480010497,CES1
22398535010497,4,22700481010497,CES1
22398535010497,2,22700479010497,CES1
22398530010497,1,22700418010497,CDS6
22398530010497,2,22700420010497,CDS6
22398530010497,3,22700421010497,CDS6
22398514010497,2,22700091010497,CDS4
22398514010497,1,22700090010497,CDS4
22398514010497,3,22700092010497,CDS4
22398514010497,4,22700093010497,CDS4
24480602010900,1,24480617010900,CDS4
24480602010900,2,24480618010900,CDS4
24480602010900,3,24480619010900,CDS4
24480602010900,4,24480620010900,CDS4
24482958010900,1,24482977010900,CD
24482958010900,2,24482978010900,CD
24482958010900,3,24482979010900,CD
24482958010900,4,24482980010900,CD
22398528010497,1,22700396010497,CDS6
22398528010497,4,22700402010497,CDS6
22398513010497,4,22700085010497,CES4
22398513010497,1,22700082010497,CES4
22398513010497,2,22700083010497,CES4
22398513010497,3,22700084010497,CES4
22398504010497,1,22699959010497,CDG3
22398504010497,2,22699961010497,CDG3
22398504010497,3,22699962010497,CDG3
22398504010497,4,22699964010497,CDG3
22398537010497,1,22700510010497,CES4
22398537010497,2,22700511010497,CES4
22398537010497,3,22700512010497,CES4
22398537010497,4,22700513010497,CES4
22398536010497,1,22700485010497,CDS6
22398536010497,2,22700486010497,CDS6
22398536010497,3,22700487010497,CDS6
22398536010497,4,22700488010497,CDS6
24478225010900,2,24478246010900,CAC1
24478225010900,3,24478247010900,CAC1
24478225010900,4,24478248010900,CAC1
24478225010900,1,24478245010900,CAC1
24483705010900,1,24483728010900,CES2
24483705010900,2,24483730010900,CES2
24483705010900,3,24483731010900,CES2
24479644010900,1,24479664010900,CDG3
24479644010900,2,24479665010900,CDG3
24479644010900,3,24479666010900,CDG3
24479644010900,4,24479667010900,CDG3
24479236010900,1,24479252010900,CEF2
24479236010900,2,24479253010900,CEF2
24479236010900,3,24479254010900,CEF2
24479236010900,4,24479255010900,CEF2
24479417010900,2,24479434010900,CES3
24479417010900,3,24479435010900,CES3
24479417010900,4,24479436010900,CES3
24479417010900,1,24479433010900,CES3
24482539010900,1,24482562010900,CES4
24482539010900,3,24482565010900,CES4
24482539010900,4,24482566010900,CES4
24482539010900,2,24482564010900,CAC1
24478667010900,1,24478682010900,CPS2
24478667010900,4,24478685010900,CPS2
24478749010900,1,24478761010900,CPS2
24478749010900,2,24478762010900,CPS2
24478749010900,3,24478763010900,CPS2
24478749010900,4,24478764010900,CPS2
24484545010900,1,24484560010900,CDS6
24484545010900,2,24484561010900,CDS6
24484545010900,3,24484562010900,CDS6
24484545010900,4,24484563010900,CDS6
24483467010900,1,24483491010900,CDG1
24483467010900,3,24483497010900,CDG1
24483467010900,2,24483496010900,CDG1
22398518010497,1,22700163010497,CEFH
22398518010497,2,22700164010497,CEFH
22398518010497,3,22700165010497,CEFH
22398518010497,4,22700166010497,CEFH
22398507010497,1,22700026010497,CDS4
22398507010497,2,22700027010497,CDS4
22398507010497,3,22700028010497,CDS4
22398507010497,4,22700029010497,CDS4
24481193010900,1,24481212010900,CEM2
24481193010900,3,24481214010900,CEM2
24481193010900,4,24481215010900,CEM2
24481193010900,2,24481213010900,CEM2
22398521010497,1,22700196010497,CDS8
22398521010497,2,22700197010497,CDS8
22398521010497,3,22700198010497,CDS8
22398521010497,4,22700199010497,CDS8
22398517010497,1,22700158010497,CDS6
22398517010497,2,22700159010497,CDS6
22398517010497,3,22700160010497,CDS6
22398517010497,4,22700161010497,CDS6
24478997010900,1,24479012010900,CDS6
24478997010900,2,24479013010900,CDS6
24478997010900,3,24479014010900,CDS6
24478997010900,4,24479015010900,CDS6
22398512010497,3,22700077010497,CDS1
22398512010497,1,22700075010497,CDS1
22398512010497,2,22700076010497,CDS1
22398512010497,4,22700078010497,CDS1
22398524010497,2,22700248010497,CDS6
24480041010900,2,24480058010900,CEF4
24480041010900,3,24480059010900,CEF4
24480041010900,1,24480056010900,CEF4
24480041010900,4,24480060010900,CEF2
22398532010497,4,22700441010497,CDS6
22398532010497,1,22700437010497,CDS6
22398532010497,2,22700439010497,CDS6
22398532010497,3,22700440010497,CDS6
24477672010900,1,24477691010900,CDS4
24477672010900,3,24477695010900,CDS4
24477672010900,4,24477696010900,CDS4
24478863010900,1,24478877010900,CPG1
24478863010900,2,24478878010900,CPG1
24478863010900,3,24478879010900,CPG1
24478863010900,4,24478880010900,CPG1
22398516010497,1,22700148010497,CDS6
22398516010497,2,22700149010497,CDS6
22398516010497,3,22700150010497,CDS6
22398516010497,4,22700151010497,CDS6
22398511010497,2,22700069010497,CES3
22398511010497,1,22700068010497,CES3
22398511010497,3,22700070010497,CES3
22398511010497,4,22700071010497,CES3
22398526010497,2,22700342010497,CDS6
22398526010497,1,22700341010497,CDS6
22398526010497,3,22700343010497,CDS6
22398526010497,4,22700344010497,CDS6
22398525010497,4,22700285010497,CD81
22398525010497,1,22700282010497,CD81
22398525010497,2,22700283010497,CD81
22398525010497,3,22700284010497,CD81
22398522010497,1,22700203010497,CES2
22398522010497,2,22700204010497,CES2
22398522010497,3,22700205010497,CES2
22398522010497,4,22700206010497,CES2
24480871010900,1,24480889010900,CES4
24480871010900,2,24480891010900,CES4
24480871010900,4,24480893010900,CES4
24480871010900,3,24480892010900,CES4
13196629010497,1,13196642010497,CAS3
13196629010497,2,13196643010497,CAS3
13196629010497,3,13196644010497,CAS3
13196629010497,4,13196645010497,CAS3
24484302010900,1,24484317010900,CAS3
24484302010900,2,24484318010900,CAS3
24484302010900,3,24484319010900,CAS3
24484302010900,4,24484320010900,CAS3
24479822010900,1,24479839010900,CDG1
24479822010900,2,24479840010900,CDG1
24479822010900,3,24479841010900,CDG1
24479822010900,4,24479842010900,CDG1
22398531010497,4,22700432010497,CES4
22398531010497,1,22700429010497,CES4
22398531010497,2,22700430010497,CES4
22398531010497,3,22700431010497,CES4
22398510010497,1,22700054010497,CPS2
22398510010497,2,22700055010497,CPS2
22398510010497,3,22700056010497,CPS2
22398510010497,4,22700057010497,CPS2
24468462010900,1,24468476010900,CMS3
24468462010900,2,24468477010900,CMS3
24468462010900,3,24468478010900,CMS3
24468462010900,4,24468479010900,CMS3
24465043010900,1,24465056010900,CW
24465043010900,3,24465058010900,CW
24465043010900,4,24465059010900,CW
24465043010900,2,24465057010900,CW
24465872010900,1,24465888010900,CPG1
24465872010900,2,24465889010900,CPG1
24465872010900,4,24465891010900,CPG1
24465872010900,3,24465890010900,CPG1
24467269010900,2,24467286010900,CWS3
24467269010900,3,24467287010900,CWS3
24467269010900,4,24467288010900,CWS3
24467269010900,1,24467285010900,CWS3
24465727010900,1,24465740010900,CPS2
24465727010900,2,24465741010900,CPS2
24465727010900,3,24465742010900,CPS2
24465727010900,4,24465743010900,CPS2
24466529010900,1,24466544010900,CWF4
24466529010900,2,24466545010900,CWF4
24466529010900,3,24466546010900,CWF4
24466529010900,4,24466547010900,CWF4
24469224010900,1,24469241010900,CES2
24469224010900,2,24469242010900,CES2
24469224010900,3,24469243010900,CES2
24469224010900,4,24469244010900,CES2
22398630010497,4,22698896010497,CWS3
22398630010497,1,22698893010497,CWS3
22398630010497,2,22698894010497,CWS3
22398630010497,3,22698895010497,CWS3
24465325010900,1,24465341010900,CES4
24465325010900,2,24465342010900,CES4
24465325010900,3,24465343010900,CES4
24465325010900,4,24465344010900,CES4
24467730010900,2,24467753010900,CFS4
24467730010900,3,24467754010900,CFS4
24467730010900,4,24467755010900,CFS4
24467730010900,1,24467752010900,CFS4
24468035010900,1,24468048010900,CDS6
24468035010900,2,24468049010900,CDS6
24468035010900,3,24468050010900,CDS6
24468035010900,4,24468051010900,CDS6
24468927010900,3,24468952010900,CDG1
24468927010900,4,24468953010900,CDG1
24468927010900,1,24468948010900,CDG1
24466222010900,1,24466237010900,CFS2
24466222010900,2,24466238010900,CFS2
24466222010900,3,24466239010900,CFS2
24466222010900,4,24466240010900,CFS2
22398634010497,3,22698965010497,CWS3
22398634010497,4,22698966010497,CWS3
22398634010497,1,22698963010497,CWS3
22398634010497,2,22698964010497,CWS3
22398633010497,1,22698954010497,CHS1
22398633010497,2,22698955010497,CHS1
22398633010497,3,22698956010497,CHS1
22398633010497,4,22698957010497,CHS1
24466033010900,2,24466055010900,HOC2
24466033010900,3,24466056010900,HOC2
24466734010900,2,24466747010900,CFS2
24466734010900,3,24466748010900,CFS2
24466734010900,4,24466749010900,CFS2
24466734010900,1,24466746010900,CFS2
24467526010900,1,24467543010900,CPG2
24467526010900,3,24467545010900,CPG2
24467526010900,4,24467546010900,CPG2
24467526010900,2,24467544010900,CPG2
24465574010900,1,24465590010900,CWS5
24465574010900,2,24465591010900,CWS5
24465574010900,3,24465592010900,CWS5
24465574010900,4,24465593010900,CWS5
24468790010900,1,24468811010900,CPS2
24468790010900,3,24468813010900,CPS2
24468790010900,2,24468812010900,CPS2
24464894010900,1,24464909010900,CPG2
24464894010900,2,24464910010900,CPG2
24464894010900,3,24464911010900,CPG2
24464894010900,4,24464912010900,CPG2
24467136010900,1,24467152010900,CPG2
24467136010900,2,24467153010900,CPG2
24467136010900,3,24467154010900,CPG2
24467136010900,4,24467155010900,CPG2
22398445010497,3,22702329010497,CDS8
22398445010497,4,22702330010497,CDS8
22398445010497,2,22702327010497,CDS8
22398437010497,1,22702223010497,CEF4
22398437010497,4,22702227010497,CEF4
22398437010497,2,22702225010497,CEM2
22398437010497,3,22702226010497,CEM2
24520893010900,1,24520906010900,CDS6
24520893010900,2,24520907010900,CDS6
24520893010900,3,24520908010900,CDS6
24520893010900,4,24520909010900,CDS6
22398436010497,1,22702205010497,CDG1
22398436010497,2,22702206010497,CDG1
22398436010497,3,22702207010497,CDG1
22398436010497,4,22702208010497,CDG1
22398441010497,1,22702290010497,CES3
22398441010497,2,22702291010497,CES3
22398441010497,3,22702292010497,CES3
22398441010497,4,22702293010497,CES3
22398435010497,1,22702199010497,CDS7
22398435010497,2,22702200010497,CDS7
22398435010497,3,22702201010497,CDS7
22398435010497,4,22702202010497,CDS7
22398446010497,2,22702335010497,CES4
22398446010497,3,22702336010497,CES4
22398446010497,4,22702337010497,CES4
22398446010497,1,22702334010497,CES4
22398449010497,1,22702382010497,CDG1
22398449010497,2,22702384010497,CDG1
22398449010497,4,22702387010497,CDG1
22398432010497,3,22702161010497,CDS7
22398432010497,1,22702159010497,CDS7
22398432010497,2,22702160010497,CDS7
22398432010497,4,22702162010497,CDS7
22398440010497,1,22702283010497,CDG1
22398440010497,2,22702284010497,CDG1
22398440010497,3,22702285010497,CDG1
22398440010497,4,22702286010497,CDG1
24523761010900,2,24523783010900,CDG1
24523761010900,3,24523784010900,CDG1
24522629010900,1,24522644010900,CDG1
24522629010900,2,24522645010900,CDG1
24522629010900,3,24522646010900,CDG1
24522629010900,4,24522647010900,CDG1
24523166010900,1,24523183010900,CDS7
24523166010900,2,24523184010900,CDS7
24523166010900,3,24523185010900,CDS7
24523166010900,4,24523186010900,CDS7
24524540010900,1,24524557010900,CDS8
24524540010900,4,24524563010900,CDS8
24524540010900,3,24524562010900,CDS8
24523761010900,4,24523786010900,CDG1
22398443010497,1,22702309010497,CDS6
22398443010497,2,22702310010497,CDS6
22398443010497,3,22702311010497,CDS6
22398443010497,4,22702312010497,CDS6
22398442010497,1,22702298010497,CDS7
22398442010497,2,22702300010497,CDS7
24521468010900,2,24521486010900,CDG1
24521468010900,3,24521487010900,CDG1
24521468010900,1,24521485010900,CDG1
22398431010497,2,22702153010497,CES3
22398431010497,1,22702152010497,CES3
22398431010497,3,22702154010497,CES3
22398431010497,4,22702155010497,CES3
22398433010497,1,22702168010497,CEG3
22398433010497,2,22702169010497,CEG3
22398433010497,3,22702170010497,CEG3
22398433010497,4,22702171010497,CEG3
24521035010900,1,24521047010900,CES3
24521035010900,2,24521048010900,CES3
24521035010900,3,24521049010900,CES3
24521035010900,4,24521050010900,CES3
24520543010900,1,24520557010900,CWF3
24520543010900,2,24520558010900,CWF3
24520543010900,3,24520559010900,CWF3
24520543010900,4,24520560010900,CWF3
22398448010497,2,22702375010497,CDG1
22398448010497,3,22702376010497,CDG1
22398448010497,4,22702377010497,CDG1
22398448010497,1,22702374010497,CDG1
24522496010900,1,24522509010900,CD
24522496010900,3,24522511010900,CD
24522496010900,4,24522512010900,CD
24522496010900,2,24522510010900,CD
24524868010900,1,24524886010900,CCS2
24524868010900,2,24524887010900,CCS2
24524868010900,3,24524888010900,CCS2
24524868010900,4,24524889010900,CCS2
24521985010900,4,24522009010900,CDS6
24524302010900,2,24524327010900,CDS6
24524302010900,3,24524328010900,CDS6
24524302010900,4,24524329010900,CDS6
24524302010900,1,24524325010900,CDS6
24521468010900,4,24521488010900,CDS7
24521625010900,3,24521647010900,CEF4
24521625010900,4,24521648010900,CEF4
24522856010900,4,24522878010900,CEF4
24522856010900,1,24522874010900,CEF4
24522856010900,2,24522876010900,CEF4
24522856010900,3,24522877010900,CEF4
24521318010900,1,24521333010900,CDG3
24521318010900,2,24521334010900,CDG3
24521318010900,3,24521335010900,CDG3
24521318010900,4,24521336010900,CDG3
22398447010497,4,22702354010497,CDG3
22398439010497,4,22702275010497,CDS7
22398439010497,3,22702274010497,CDS7
22398439010497,1,22702272010497,CDS7
22398439010497,2,22702273010497,CDS7
24522203010900,2,24522219010900,CLS5
24522203010900,3,24522220010900,CLS5
24522203010900,4,24522221010900,CLS5
24522203010900,1,24522218010900,CLS5
22398434010497,1,22702182010497,CDS7
22398434010497,3,22702187010497,CDS7
22398434010497,4,22702189010497,CDS7
22398434010497,2,22702186010497,CEM2
24520751010900,3,24520766010900,CPG1
24520751010900,4,24520767010900,CPG1
24520751010900,1,24520764010900,CPG1
24520751010900,2,24520765010900,CPG1
22398444010497,1,22702318010497,CDS6
22398444010497,2,22702319010497,CDS6
22398444010497,3,22702320010497,CDS6
22398444010497,4,22702321010497,CDS6
24523379010900,1,24523395010900,CACE
24523379010900,2,24523396010900,CACE
24523379010900,3,24523397010900,CACE
24523379010900,4,24523398010900,CACE
22398430010497,1,22702147010497,CDG1
22398430010497,2,22702148010497,CDG1
22398430010497,3,22702149010497,CDG1
22398430010497,4,22702150010497,CDG1
24547473010900,1,24547488010900,CP
24547473010900,2,24547489010900,CP
24547473010900,3,24547490010900,CP
24547473010900,4,24547491010900,CP
24548044010900,1,24548059010900,CPS5
24548044010900,2,24548060010900,CPS5
24548044010900,4,24548062010900,CPS5
24548044010900,3,24548061010900,CPS5
24547883010900,3,24547900010900,CD
24547883010900,4,24547901010900,CD
24547883010900,2,24547899010900,CD
24547883010900,1,24547898010900,CD
24489334010900,2,24489353010900,CCF2
24486945010900,1,24486960010900,CEF4
24486945010900,2,24486961010900,CEF4
24486945010900,3,24486962010900,CEF4
24486945010900,4,24486963010900,CEF4
22398538010497,1,22700516010497,CHF3
22398538010497,2,22700518010497,CHF3
22398538010497,3,22700519010497,CHF3
22398538010497,4,22700521010497,CHF3
22398547010497,1,22700576010497,CLS5
22398547010497,2,22700577010497,CLS5
22398547010497,3,22700578010497,CLS5
22398547010497,4,22700579010497,CLS5
24486516010900,1,24486530010900,CW
24486516010900,2,24486531010900,CW
24486516010900,3,24486532010900,CW
24486516010900,4,24486533010900,CW
24487694010900,2,24487707010900,CDS6
24487694010900,3,24487708010900,CDS6
24487694010900,4,24487709010900,CDS6
24487694010900,1,24487706010900,CDS6
22398545010497,4,22700569010497,CES2
22398545010497,1,22700566010497,CES2
22398545010497,2,22700567010497,CES2
22398545010497,3,22700568010497,CES2
22398539010497,1,22700524010497,CCF2
22398539010497,2,22700525010497,CCF2
22398539010497,3,22700526010497,CCF2
22398539010497,4,22700527010497,CCF2
22398551010497,1,22700600010497,CHF3
22398551010497,2,22700601010497,CHF3
22398551010497,3,22700602010497,CHF3
22398551010497,4,22700603010497,CHF3
22398541010497,1,22700542010497,CCF2
22398541010497,2,22700544010497,CCF2
22398541010497,3,22700545010497,CCF2
24487888010900,1,24487905010900,CE
24487888010900,2,24487906010900,CE
24487888010900,3,24487907010900,CE
24487888010900,4,24487908010900,CE
22398554010497,1,22700665010497,CWF4
22398554010497,2,22700666010497,CWF4
22398554010497,3,22700667010497,CWF4
22398554010497,4,22700668010497,CWF4
24488200010900,1,24488215010900,CCF2
24488200010900,2,24488216010900,CCF2
24488200010900,3,24488217010900,CCF2
24488200010900,4,24488218010900,CCF2
22398556010497,1,22700680010497,CCS3
22398556010497,2,22700681010497,CCS3
22398556010497,3,22700682010497,CCS3
22398556010497,4,22700683010497,CCS3
24486919010900,1,22131797010497,CCS3
24486919010900,2,22131798010497,CCS3
24486919010900,3,22131799010497,CCS3
24486919010900,4,22131800010497,CCS3
22398555010497,1,22700671010497,CHF3
22398555010497,2,22700673010497,CHF3
22398555010497,3,22700674010497,CHF3
22398555010497,4,22700676010497,CCF2
24489008010900,1,24489029010900,CHF5
24489008010900,2,24489030010900,CHF5
24489008010900,3,24489031010900,CHF5
24489008010900,4,24489032010900,CHF5
22398549010497,1,22700586010497,CWF4
22398549010497,2,22700588010497,CWF4
22398549010497,3,22700589010497,CWF4
22398549010497,4,22700591010497,CWF4
22398544010497,1,22700560010497,CHF3
22398544010497,2,22700561010497,CHF3
22398544010497,3,22700562010497,CHF3
22398544010497,4,22700563010497,CHF3
22398552010497,1,22700605010497,CEF4
22398552010497,2,22700606010497,CEF4
22398552010497,3,22700607010497,CEF4
22398552010497,4,22700608010497,CEF4
24487262010900,1,24487279010900,CHF5
24487262010900,3,24487281010900,CHF5
24487262010900,4,24487282010900,CHF5
24487262010900,2,24487280010900,CHF5
24503525010900,1,24503537010900,CP
24503525010900,2,24503538010900,CP
24503525010900,3,24503539010900,CP
24503525010900,4,24503540010900,CP
24504706010900,1,24504721010900,CD
24504706010900,2,24504722010900,CD
24504706010900,3,24504723010900,CD
24504706010900,4,24504724010900,CD
24456853010900,1,24456871010900,CWS4
24456853010900,2,24456873010900,CWS4
24456853010900,4,24456876010900,CWS4
24456853010900,3,24456875010900,CCF2
22398613010497,1,22698599010497,CWF4
22398613010497,3,22698602010497,CWF4
22398613010497,4,22698603010497,CDS7
24459116010900,2,24459137010900,CD
24459116010900,1,24459135010900,CD
24459116010900,3,24459139010900,CD
24459116010900,4,24459141010900,CD
24456306010900,1,24456323010900,CDS6
24456306010900,2,24456324010900,CDS6
24456306010900,3,24456325010900,CDS6
24456306010900,4,24456326010900,CDS6
24458321010900,1,24458334010900,CDS8
24458321010900,2,24458335010900,CDS8
24458321010900,3,24458336010900,CDS8
24458321010900,4,24458337010900,CDS8
24458686010900,1,24458701010900,CEF1
24458686010900,3,24458703010900,CEF1
24458686010900,4,24458704010900,CEF1
24458686010900,2,24458702010900,CEF1
22398616010497,1,22698621010497,CWS4
22398616010497,2,22698622010497,CWS4
22398616010497,4,22698624010497,CWS4
22398616010497,3,22698623010497,CWS4
24504559010900,1,24504574010900,CP
24504559010900,2,24504575010900,CP
24504559010900,4,24504577010900,CP
24504559010900,3,24504576010900,CP
24457295010900,1,24457312010900,CHF3
24457295010900,3,24457315010900,CHF3
24457295010900,2,24457314010900,CHF3
24457295010900,4,24457317010900,CCS3
24456186010900,1,24456200010900,CP
24456186010900,2,24456201010900,CP
24456186010900,3,24456202010900,CP
24456186010900,4,24456203010900,CP
24457144010900,1,24457163010900,CDS7
24457144010900,3,24457166010900,CDS7
24457144010900,4,24457167010900,CDS7
22398617010497,1,22698626010497,CCF2
22398617010497,2,22698627010497,CCF2
22398617010497,3,22698628010497,CCF2
22398617010497,4,22698629010497,CCF2
24457948010900,1,24457961010900,CDS7
24457948010900,2,24457962010900,CDS7
24457948010900,3,24457963010900,CDS7
24457948010900,4,24457964010900,CDS7
24456628010900,1,24456643010900,CDG3
24456628010900,2,24456644010900,CDG3
24456628010900,3,24456645010900,CDG3
24456628010900,4,24456646010900,CDG3
24458110010900,1,24458125010900,CDS7
24458110010900,2,24458126010900,CDS7
24458110010900,3,24458127010900,CDS7
24458110010900,4,24458128010900,CDS7
24505250010900,1,24505269010900,CDS7
24505250010900,3,24505272010900,CDS7
24505250010900,4,24505273010900,CDS7
24458502010900,1,24458519010900,CDS7
24458502010900,2,24458520010900,CDS7
24458502010900,3,24458521010900,CDS7
24458502010900,4,24458522010900,CDS7
24504442010900,1,24504457010900,CPS2
24504442010900,2,24504458010900,CPS2
